End of Month,Retired_Worker_Total_Amount,Retired_Worker_Total_Average_Amount,Retired_Worker_Male_Number,Retired_Worker_Male_Average_Amount,Retired_Worker_Male_Female_Number,Retired_Worker_Female_Average_Amount,Spouse_of_Retired_Worker_Total_Number,Spouse_of_Retired_Worker_Total_Average_Amount,Spouse_of_Retired_Worker_Male_Number,Spouse_of_Retired_Worker_Male_Average_Amount,Spouse_of_Retired_Worker_Female_Number,Spouse_of_Retired_Worker_Female_Average_Amount,Child_Of_Retired_Worker_Total_Number,Child_Of_Retired_Worker_Total_Average_Amount,Child_Of_Retired_Worker_Minor_Number,Child_Of_Retired_Worker_Minor_Average_Amount,Child_Of_Retired_Worker_Disabled_Number,Child_Of_Retired_Worker_Disabled_Average_Amount,Child_Of_Retired_Worker_Student_Number,Child_Of_Retired_Worker_Student_Average_Amount,Child_Of_Deceased_Worker_Total_Number,Child_Of_Deceased_Worker_Total_Average_Amount,Child_Of_Deceased_Worker_Minor_Number,Child_Of_Deceased_Worker_Minor_Average_Amount,Child_Of_Deceased_Worker_Disabled_Number,Child_Of_Deceased_Worker_Disabled_Average_Amount,Child_Of_Deceased_Worker_Student_Number,Child_Of_Deceased_Worker_Student_Average_Amount,Child_Of_Aged_Widower_Total_Number,Child_Of_Aged_Widower_Total_Average_Amount,Child_Of_Aged_Widower_Male_Number,Child_Of_Aged_Widower_Male_Average_Amount,Child_Of_Aged_Widower_Female_Number,Child_Of_Aged_Widower_Female_Average_Amount,Child_Of_Young_Widower_With_Child_In_Care_Total_Number,Child_Of_Young_Widower_With_Child_In_Care_Total_Average_Amount,Child_Of_Young_Widower_With_Child_In_Care_Male_Number,Child_Of_Young_Widower_With_Child_In_Care_Male_Average_Amount,Child_Of_Young_Widower_With_Child_In_Care_Female_Number,Child_Of_Young_Widower_With_Child_In_Care_Female_Average_Amount,Child_Of_Disabled_Widower_Total_Number,Child_Of_Disabled_Widower_Total_Average_Amount,Child_Of_Disabled_Widower_Male_Number,Child_Of_Disabled_Widower_Male_Average_Amount,Child_Of_Disabled_Widower_Female_Number,Child_Of_Disabled_Widower_Female_Average_Amount,Child_Of_Parent_Of_Deceased_Worker_Total_Number,Child_Of_Parent_Of_Deceased_Worker_Total_Average_Amount,Child_Of_Parent_Of_Deceased_Worker_Male_Number,Child_Of_Parent_Of_Deceased_Worker_Male_Average_Amount,Child_Of_Parent_Of_Deceased_Worker_Female_Number,Child_Of_Parent_Of_Deceased_Worker_Female_Average_Amount,Child_Of_Disabled_Worker_Total_Number,Child_Of_Disabled_Worker_Total_Average_Amount,Child_Of_Disabled_Worker_Male_Number,Child_Of_Disabled_Worker_Male_Average_Amount,Child_Of_Disabled_Worker_Female_Number,Child_Of_Disabled_Worker_Female_Average_Amount,Spouse_Of_Disabled_Worker_Total_Number,Spouse_Of_Disabled_Worker_Total_Average_Amount,Spouse_Of_Disabled_Worker_Male_Number,Spouse_Of_Disabled_Worker_Male_Average_Amount,Spouse_Of_Disabled_Worker_Female_Number,Spouse_Of_Disabled_Worker_Female_Average_Amount,Child_Of_Disabled_Worker_Total_Number,Child_Of_Disabled_Worker_Total_Average_Amount,Child_Of_Disabled_Worker_Minor_Number,Child_Of_Disabled_Worker_Minor_Average_Amount,Child_Of_Disabled_Worker_Disabled_Number,Child_Of_Disabled_Worker_Disabled_Average_Amount,Child_Of_Disabled_Worker_Student_Number,Child_Of_Disabled_Worker_Student_Average_Amount,,,,,,,,,,,
Jul-82,"20,440,782",$416.24 ,"10,879,567",$465.66 ,"9,561,215",$360.01 ,"3,023,713",$210.60 ,"37,905",$156.16 ,"2,985,808",$211.29 ,"509,664",$164.24 ,"328,719",$144.67 ,"144,132",$197.82 ,"36,813",$207.51 ,"2,151,318",$289.61 ,"1,756,713",$291.26 ,"292,475",$275.25 ,"102,130",$302.43 ,"4,426,830",$377.31 ,"23,955",$286.44 ,"4,402,875",$377.81 ,"512,893",$302.16 ,"17,304",$172.96 ,"495,589",$306.68 ,"117,613",$245.87 ,"1,020",$169.57 ,"116,593",$246.54 ,"12,969",$335.17 ,617,$305.31 ,"12,352",$336.66 ,"2,680,641",$442.50 ,"1,801,261",$487.13 ,"879,380",$351.08 ,"391,758",$130.17 ,"1,903",$104.54 ,"389,855",$130.29 ,"1,039,000",$127.88 ,"969,805",$125.12 ,"31,315",$164.18 ,"37,880",$168.38 ,,,,,,,,,,,
Aug-82,"20,496,876",$416.60 ,"10,903,176",$466.17 ,"9,593,700",$360.26 ,"3,024,259",$210.91 ,"37,887",$156.03 ,"2,986,372",$211.61 ,"484,010",$162.66 ,"328,345",$146.16 ,"144,084",$198.18 ,"11,581",$188.57 ,"2,086,474",$290.33 ,"1,750,308",$292.77 ,"293,445",$275.66 ,"42,721",$291.19 ,"4,439,567",$377.72 ,"24,200",$286.41 ,"4,415,367",$378.22 ,"509,543",$304.48 ,"17,173",$174.33 ,"492,370",$309.02 ,"116,533",$244.76 ,"1,015",$168.67 ,"115,518",$245.43 ,"12,843",$335.52 ,611,$307.38 ,"12,232",$336.93 ,"2,657,345",$442.16 ,"1,784,380",$486.87 ,"872,965",$350.76 ,"385,351",$130.55 ,"1,872",$103.97 ,"383,479",$130.68 ,"998,638",$127.41 ,"951,504",$125.68 ,"30,876",$164.78 ,"16,258",$157.70 ,,,,,,,,,,,
Sep-82,"20,576,674",$417.17 ,"10,942,843",$466.89 ,"9,633,831",$360.70 ,"3,030,844",$211.28 ,"37,921",$156.06 ,"2,992,923",$211.98 ,"538,404",$164.03 ,"327,294",$146.14 ,"144,174",$198.52 ,"66,936",$177.23 ,"2,225,418",$288.63 ,"1,739,683",$292.49 ,"293,842",$275.86 ,"191,893",$273.13 ,"4,450,604",$378.04 ,"24,451",$286.29 ,"4,426,153",$378.54 ,"508,861",$303.65 ,"17,273",$174.44 ,"491,588",$308.19 ,"115,462",$244.14 ,"1,018",$168.18 ,"114,444",$244.82 ,"12,783",$335.69 ,613,$306.51 ,"12,170",$337.16 ,"2,640,126",$441.89 ,"1,772,165",$486.65 ,"867,961",$350.51 ,"380,016",$129.85 ,"1,860",$103.24 ,"378,156",$129.98 ,"1,030,427",$128.52 ,"935,806",$125.27 ,"30,532",$164.71 ,"64,089",$158.84 ,,,,,,,,,,,
Oct-82,"20,648,497",$418.32 ,"10,977,509",$468.28 ,"9,670,988",$361.60 ,"3,035,160",$211.99 ,"37,922",$156.34 ,"2,997,238",$212.69 ,"557,260",$164.51 ,"326,079",$146.15 ,"144,603",$198.86 ,"86,578",$176.30 ,"2,314,478",$285.49 ,"1,731,104",$291.81 ,"294,795",$275.89 ,"288,579",$257.36 ,"4,460,893",$378.41 ,"24,675",$286.11 ,"4,436,218",$378.92 ,"513,208",$302.37 ,"17,919",$172.30 ,"495,289",$307.08 ,"114,933",$242.82 ,"1,016",$167.19 ,"113,917",$243.50 ,"12,667",$335.65 ,607,$305.59 ,"12,060",$337.16 ,"2,627,648",$441.67 ,"1,763,122",$486.49 ,"864,526",$350.27 ,"374,988",$129.76 ,"1,849",$102.95 ,"373,139",$129.89 ,"1,029,469",$128.17 ,"921,768",$124.88 ,"30,292",$164.18 ,"77,409",$153.17 ,,,,,,,,,,,
Nov-82,"20,712,512",$419.25 ,"11,006,824",$469.41 ,"9,705,688",$362.37 ,"3,038,600",$212.60 ,"37,925",$156.46 ,"3,000,675",$213.31 ,"559,136",$165.31 ,"324,751",$146.55 ,"145,054",$199.31 ,"89,331",$178.34 ,"2,321,452",$285.55 ,"1,723,473",$291.87 ,"295,683",$276.10 ,"302,296",$258.79 ,"4,471,032",$378.76 ,"24,792",$286.14 ,"4,446,240",$379.28 ,"513,673",$302.82 ,"18,151",$172.62 ,"495,522",$307.58 ,"114,462",$242.49 ,"1,018",$165.41 ,"113,444",$243.18 ,"12,585",$335.68 ,602,$305.68 ,"11,983",$337.18 ,"2,616,165",$441.40 ,"1,754,675",$486.29 ,"861,490",$349.97 ,"370,503",$129.77 ,"1,840",$102.41 ,"368,663",$129.90 ,"1,016,892",$128.27 ,"908,313",$124.82 ,"30,161",$164.29 ,"78,418",$154.36 ,,,,,,,,,,,
Dec-82,"20,763,742",$419.25 ,"11,030,037",$469.59 ,"9,733,705",$362.22 ,"3,039,359",$212.49 ,"37,903",$155.97 ,"3,001,456",$213.20 ,"559,380",$165.45 ,"323,066",$146.29 ,"145,539",$199.08 ,"90,775",$179.74 ,"2,319,521",$285.38 ,"1,716,457",$291.44 ,"296,850",$275.82 ,"306,214",$260.71 ,"4,480,739",$378.68 ,"25,016",$285.62 ,"4,455,723",$379.20 ,"514,804",$302.81 ,"18,382",$172.55 ,"496,422",$307.63 ,"114,302",$241.89 ,"1,021",$164.84 ,"113,281",$242.58 ,"12,483",$335.36 ,604,$305.51 ,"11,879",$336.88 ,"2,603,713",$440.60 ,"1,745,568",$485.55 ,"858,145",$349.16 ,"365,883",$129.24 ,"1,831",$101.73 ,"364,052",$129.38 ,"1,003,869",$127.93 ,"894,506",$124.28 ,"30,027",$163.90 ,"79,336",$155.46 ,,,,,,,,,,,
Jan-83,"20,888,042",$420.31 ,"11,110,705",$471.02 ,"9,777,337",$362.69 ,"3,050,073",$213.26 ,"37,882",$156.02 ,"3,012,191",$213.98 ,"559,990",$166.25 ,"322,593",$146.80 ,"145,909",$199.45 ,"91,488",$181.87 ,"2,323,093",$285.79 ,"1,710,805",$291.51 ,"297,977",$276.08 ,"314,311",$263.86 ,"4,491,731",$379.06 ,"25,360",$285.85 ,"4,466,371",$379.59 ,"514,751",$302.73 ,"18,569",$172.30 ,"496,182",$307.61 ,"113,871",$241.81 ,"1,023",$163.73 ,"112,848",$242.52 ,"12,370",$335.38 ,602,$305.44 ,"11,768",$336.91 ,"2,589,524",$440.27 ,"1,735,650",$485.25 ,"853,874",$348.84 ,"361,444",$129.12 ,"1,804",$101.75 ,"359,640",$129.26 ,"993,339",$128.17 ,"880,957",$124.24 ,"29,808",$163.85 ,"82,574",$157.16 ,,,,,,,,,,,
Feb-83,"20,940,180",$420.98 ,"11,142,529",$471.93 ,"9,797,651",$363.04 ,"3,052,265",$213.75 ,"37,789",$155.98 ,"3,014,476",$214.47 ,"563,015",$166.97 ,"321,109",$147.06 ,"146,020",$199.84 ,"95,886",$183.59 ,"2,337,735",$285.95 ,"1,705,975",$291.50 ,"298,980",$276.26 ,"332,780",$266.19 ,"4,499,086",$379.44 ,"25,648",$285.82 ,"4,473,438",$379.98 ,"514,019",$302.34 ,"18,706",$171.68 ,"495,313",$307.28 ,"113,275",$241.75 ,"1,017",$162.74 ,"112,258",$242.46 ,"12,283",$335.42 ,599,$304.96 ,"11,684",$336.98 ,"2,585,920",$440.01 ,"1,732,596",$485.05 ,"853,324",$348.55 ,"359,063",$128.97 ,"1,810",$101.52 ,"357,253",$129.11 ,"988,622",$128.38 ,"870,877",$124.12 ,"29,766",$164.00 ,"87,979",$158.50 ,,,,,,,,,,,
Mar-83,"20,958,510",$421.33 ,"11,150,437",$472.45 ,"9,808,073",$363.22 ,"3,049,663",$214.07 ,"37,678",$155.92 ,"3,011,985",$214.79 ,"565,507",$167.55 ,"319,255",$147.03 ,"146,139",$200.11 ,"100,113",$185.46 ,"2,349,200",$286.16 ,"1,699,232",$291.55 ,"300,025",$276.51 ,"349,943",$268.29 ,"4,502,656",$379.85 ,"25,846",$285.66 ,"4,476,810",$380.39 ,"510,215",$301.51 ,"18,804",$171.45 ,"491,411",$306.49 ,"112,541",$241.60 ,"1,019",$163.19 ,"111,522",$242.31 ,"12,190",$335.57 ,589,$306.18 ,"11,601",$337.07 ,"2,575,978",$439.75 ,"1,725,921",$484.77 ,"850,057",$348.34 ,"355,165",$128.54 ,"1,797",$101.22 ,"353,368",$128.68 ,"985,901",$128.53 ,"863,093",$123.94 ,"29,673",$163.82 ,"93,135",$159.75 ,,,,,,,,,,,
Apr-83,"20,982,196",$421.64 ,"11,161,485",$472.96 ,"9,820,711",$363.31 ,"3,047,858",$214.34 ,"37,543",$155.80 ,"3,010,315",$215.07 ,"568,266",$168.06 ,"318,800",$147.17 ,"146,333",$200.40 ,"103,133",$186.73 ,"2,361,830",$286.37 ,"1,698,654",$291.49 ,"301,168",$276.79 ,"362,008",$270.29 ,"4,506,483",$380.24 ,"26,122",$285.69 ,"4,480,361",$380.79 ,"504,058",$300.00 ,"18,866",$170.56 ,"485,192",$305.04 ,"112,106",$241.53 ,"1,020",$162.72 ,"111,086",$242.25 ,"12,091",$335.73 ,591,$307.71 ,"11,500",$337.17 ,"2,571,727",$439.83 ,"1,724,155",$484.82 ,"847,572",$348.30 ,"352,708",$128.03 ,"1,793",$100.63 ,"350,915",$128.17 ,"990,870",$128.68 ,"864,052",$123.90 ,"29,574",$163.63 ,"97,244",$160.57 ,,,,,,,,,,,
May-83,"21,001,347",$421.87 ,"11,167,401",$473.30 ,"9,833,946",$363.47 ,"3,046,315",$214.63 ,"37,459",$155.64 ,"3,008,856",$215.37 ,"501,938",$167.89 ,"318,105",$148.19 ,"146,661",$200.99 ,"37,172",$205.87 ,"2,136,162",$291.72 ,"1,694,129",$292.95 ,"302,205",$277.21 ,"139,828",$308.16 ,"4,511,623",$380.60 ,"26,313",$285.36 ,"4,485,310",$381.16 ,"499,058",$301.87 ,"18,892",$171.40 ,"480,166",$307.00 ,"111,545",$241.38 ,"1,022",$161.85 ,"110,523",$242.11 ,"11,994",$336.12 ,588,$308.20 ,"11,406",$337.56 ,"2,585,759",$440.32 ,"1,735,382",$485.29 ,"850,377",$348.55 ,"355,795",$128.81 ,"1,796",$101.62 ,"353,999",$128.95 ,"951,802",$128.35 ,"873,189",$124.67 ,"29,670",$164.65 ,"48,943",$172.00 ,,,,,,,,,,,
Jun-83,"21,060,236",$422.31 ,"11,194,052",$473.88 ,"9,866,184",$363.79 ,"3,050,576",$214.96 ,"37,505",$155.56 ,"3,013,071",$215.70 ,"491,472",$168.34 ,"317,754",$149.06 ,"147,105",$201.38 ,"26,613",$215.99 ,"2,093,143",$292.76 ,"1,686,989",$294.07 ,"303,108",$277.54 ,"103,046",$315.99 ,"4,520,674",$380.95 ,"26,571",$285.30 ,"4,494,103",$381.52 ,"494,171",$303.94 ,"18,598",$173.10 ,"475,573",$309.05 ,"110,989",$241.38 ,"1,031",$161.22 ,"109,958",$242.13 ,"11,930",$336.52 ,584,$309.25 ,"11,346",$337.92 ,"2,591,361",$440.55 ,"1,740,873",$485.48 ,"850,488",$348.59 ,"357,179",$129.07 ,"1,788",$101.20 ,"355,391",$129.21 ,"944,059",$128.39 ,"877,314",$125.11 ,"29,777",$165.18 ,"36,968",$176.71 ,,,,,,,,,,,
Jul-83,"21,129,940",$422.80 ,"11,227,650",$474.50 ,"9,902,290",$364.18 ,"3,055,195",$215.27 ,"37,478",$155.44 ,"3,017,717",$216.01 ,"474,196",$166.99 ,"317,080",$150.00 ,"147,490",$201.77 ,"9,626",$194.00 ,"2,019,956",$292.81 ,"1,679,461",$295.41 ,"304,105",$277.90 ,"36,390",$297.33 ,"4,532,400",$381.30 ,"26,840",$285.50 ,"4,505,560",$381.87 ,"492,573",$305.89 ,"18,662",$174.04 ,"473,911",$311.08 ,"110,432",$241.31 ,"1,031",$161.12 ,"109,401",$242.07 ,"11,820",$337.15 ,583,$310.17 ,"11,237",$338.55 ,"2,587,664",$440.56 ,"1,739,634",$485.48 ,"848,030",$348.42 ,"356,207",$129.58 ,"1,770",$100.35 ,"354,437",$129.72 ,"919,180",$127.62 ,"875,568",$125.81 ,"29,866",$165.88 ,"13,746",$160.00 ,,,,,,,,,,,
Aug-83,"21,190,787",$423.24 ,"11,256,183",$474.99 ,"9,934,604",$364.61 ,"3,058,820",$215.56 ,"37,430",$155.41 ,"3,021,390",$216.30 ,"474,562",$167.44 ,"315,599",$150.30 ,"147,875",$202.01 ,"11,088",$194.30 ,"2,019,168",$293.15 ,"1,671,639",$295.75 ,"305,079",$278.20 ,"42,450",$298.29 ,"4,543,628",$381.67 ,"27,099",$285.96 ,"4,516,529",$382.25 ,"490,748",$306.44 ,"18,633",$174.89 ,"472,115",$311.63 ,"109,874",$241.28 ,"1,031",$160.45 ,"108,843",$242.05 ,"11,730",$337.16 ,583,$309.41 ,"11,147",$338.62 ,"2,581,512",$440.50 ,"1,736,466",$485.43 ,"845,046",$348.19 ,"354,609",$129.53 ,"1,748",$99.50 ,"352,861",$129.68 ,"916,877",$127.80 ,"871,083",$125.86 ,"29,973",$165.96 ,"15,821",$161.97 ,,,,,,,,,,,
Sep-83,"21,255,713",$423.60 ,"11,287,371",$475.40 ,"9,968,342",$364.96 ,"3,029,659",$216.31 ,"37,416",$155.29 ,"2,992,243",$217.08 ,"507,263",$169.43 ,"314,376",$157.45 ,"148,350",$202.23 ,"44,537",$144.72 ,"2,135,916",$288.11 ,"1,664,123",$296.48 ,"306,008",$278.43 ,"165,785",$221.93 ,"4,556,416",$382.01 ,"27,336",$285.75 ,"4,529,080",$382.59 ,"405,105",$296.47 ,"17,288",$171.14 ,"387,817",$302.05 ,"109,683",$241.29 ,"1,039",$160.22 ,"108,644",$242.07 ,"11,657",$337.52 ,579,$310.00 ,"11,078",$338.96 ,"2,578,331",$440.44 ,"1,735,299",$485.35 ,"843,032",$347.99 ,"312,114",$124.91 ,"1,722",$99.36 ,"310,392",$125.05 ,"939,467",$130.54 ,"866,030",$129.09 ,"30,020",$165.69 ,"43,417",$135.03 ,,,,,,,,,,,
Oct-83,"21,320,045",$424.60 ,"11,316,756",$476.64 ,"10,003,289",$365.73 ,"3,033,793",$217.09 ,"37,419",$155.42 ,"2,996,374",$217.86 ,"514,508",$169.34 ,"313,550",$157.77 ,"148,879",$202.82 ,"52,079",$143.24 ,"2,154,599",$287.36 ,"1,658,723",$296.79 ,"306,935",$278.78 ,"188,941",$218.53 ,"4,568,286",$382.40 ,"27,557",$285.64 ,"4,540,729",$382.98 ,"401,473",$297.29 ,"17,269",$171.68 ,"384,204",$302.93 ,"109,521",$241.18 ,"1,043",$159.36 ,"108,478",$241.97 ,"11,590",$337.66 ,581,$310.67 ,"11,009",$339.09 ,"2,574,970",$440.60 ,"1,733,772",$485.53 ,"841,198",$348.01 ,"308,543",$125.07 ,"1,722",$98.46 ,"306,821",$125.22 ,"940,253",$130.63 ,"862,299",$129.28 ,"30,093",$166.03 ,"47,861",$132.74 ,,,,,,,,,,,
Nov-83,"21,377,166",$425.60 ,"11,341,850",$477.89 ,"10,035,316",$366.49 ,"3,037,941",$217.86 ,"37,413",$155.43 ,"3,000,528",$218.64 ,"514,389",$170.02 ,"312,279",$157.88 ,"149,274",$203.35 ,"52,836",$147.55 ,"2,151,369",$287.75 ,"1,652,521",$296.83 ,"307,735",$279.01 ,"191,113",$223.27 ,"4,577,376",$382.77 ,"27,667",$285.75 ,"4,549,709",$383.36 ,"400,768",$297.79 ,"17,293",$172.55 ,"383,475",$303.44 ,"109,441",$241.10 ,"1,048",$158.85 ,"108,393",$241.90 ,"11,495",$337.83 ,574,$309.97 ,"10,921",$339.30 ,"2,572,651",$440.78 ,"1,732,955",$485.69 ,"839,696",$348.10 ,"308,027",$124.98 ,"2,186",$92.63 ,"305,841",$125.21 ,"938,893",$130.83 ,"859,714",$129.24 ,"30,148",$166.09 ,"49,031",$137.05 ,,,,,,,,,,,
Dec-83,"21,418,860",$440.77 ,"11,358,411",$494.97 ,"10,060,449",$379.56 ,"3,039,186",$225.66 ,"37,357",$160.79 ,"3,001,829",$226.47 ,"513,426",$176.15 ,"310,598",$163.39 ,"149,555",$210.73 ,"53,273",$153.51 ,"2,144,051",$298.00 ,"1,645,361",$307.16 ,"308,608",$288.99 ,"190,082",$233.41 ,"4,584,623",$396.43 ,"27,783",$295.71 ,"4,556,840",$397.05 ,"400,298",$308.67 ,"17,385",$179.11 ,"382,913",$314.55 ,"109,180",$250.05 ,"1,046",$164.61 ,"108,134",$250.88 ,"11,422",$349.84 ,574,$321.87 ,"10,848",$351.32 ,"2,568,966",$456.20 ,"1,730,930",$502.66 ,"838,036",$360.22 ,"308,060",$129.17 ,"3,756",$87.71 ,"304,304",$129.68 ,"935,904",$135.53 ,"855,561",$133.75 ,"30,209",$171.98 ,"50,134",$144.00 ,,,,,,,,,,,
Jan-84,"21,498,728",$441.27 ,"11,405,047",$495.61 ,"10,093,681",$379.87 ,"3,040,475",$225.90 ,"37,277",$160.68 ,"3,003,198",$226.71 ,"514,508",$177.05 ,"309,906",$163.51 ,"149,787",$211.04 ,"54,815",$160.70 ,"2,150,177",$298.59 ,"1,641,893",$307.13 ,"309,839",$289.24 ,"198,445",$242.55 ,"4,593,942",$396.87 ,"28,122",$295.79 ,"4,565,820",$397.50 ,"400,510",$308.41 ,"17,519",$178.92 ,"382,991",$314.34 ,"109,088",$250.13 ,"1,048",$164.56 ,"108,040",$250.96 ,"11,329",$350.00 ,568,$321.54 ,"10,761",$351.50 ,"2,568,466",$456.06 ,"1,730,974",$502.50 ,"837,492",$360.07 ,"307,688",$128.76 ,"4,071",$86.41 ,"303,617",$129.33 ,"938,275",$135.57 ,"853,756",$133.40 ,"30,242",$172.17 ,"54,277",$149.27 ,,,,,,,,,,,
Feb-84,"21,531,926",$441.54 ,"11,420,422",$495.98 ,"10,111,504",$380.06 ,"3,040,355",$226.09 ,"37,185",$160.66 ,"3,003,170",$226.90 ,"516,803",$177.50 ,"308,512",$163.54 ,"149,941",$211.29 ,"58,350",$164.44 ,"2,159,657",$298.82 ,"1,636,097",$307.20 ,"310,808",$289.49 ,"212,752",$248.01 ,"4,599,581",$397.24 ,"28,184",$295.97 ,"4,571,397",$397.87 ,"399,259",$307.93 ,"17,547",$178.43 ,"381,712",$313.88 ,"108,956",$250.61 ,"1,059",$164.26 ,"107,897",$251.46 ,"11,240",$350.32 ,565,$321.95 ,"10,675",$351.82 ,"2,565,251",$455.90 ,"1,728,863",$502.33 ,"836,388",$359.95 ,"306,662",$128.35 ,"4,186",$85.29 ,"302,476",$128.94 ,"941,281",$135.56 ,"851,725",$133.11 ,"30,273",$172.19 ,"59,283",$152.04 ,,,,,,,,,,,
Mar-84,"21,543,579",$442.00 ,"11,421,906",$496.55 ,"10,121,673",$380.44 ,"3,036,803",$226.29 ,"37,050",$160.53 ,"2,999,753",$227.10 ,"519,405",$177.98 ,"306,671",$163.48 ,"150,132",$211.58 ,"62,602",$168.45 ,"2,173,394",$299.14 ,"1,632,193",$307.24 ,"312,079",$289.85 ,"229,122",$254.15 ,"4,602,758",$397.94 ,"28,226",$296.23 ,"4,574,532",$398.56 ,"397,327",$307.13 ,"17,617",$177.87 ,"379,710",$313.13 ,"108,809",$287.64 ,"1,069",$184.88 ,"107,740",$288.66 ,"11,130",$350.43 ,558,$323.98 ,"10,572",$351.82 ,"2,565,824",$455.69 ,"1,729,058",$502.13 ,"836,766",$359.74 ,"306,230",$127.62 ,"4,296",$84.36 ,"301,934",$128.24 ,"948,344",$135.47 ,"852,772",$132.66 ,"30,407",$172.34 ,"65,165",$155.04 ,,,,,,,,,,,
Apr-84,"21,551,294",$442.04 ,"11,423,474",$496.66 ,"10,127,820",$380.43 ,"3,035,797",$226.35 ,"36,983",$160.34 ,"2,998,814",$227.17 ,"520,254",$178.38 ,"304,817",$163.25 ,"150,352",$211.67 ,"65,085",$172.31 ,"2,179,272",$299.48 ,"1,626,331",$307.15 ,"313,173",$290.08 ,"239,768",$259.68 ,"4,603,854",$398.27 ,"28,329",$296.06 ,"4,575,525",$398.90 ,"393,596",$305.48 ,"17,646",$176.89 ,"375,950",$311.51 ,"108,622",$291.39 ,"1,082",$185.68 ,"107,540",$292.45 ,"11,044",$350.46 ,554,$323.79 ,"10,490",$351.87 ,"2,566,501",$455.48 ,"1,729,544",$501.92 ,"836,957",$359.51 ,"306,232",$127.12 ,"4,387",$83.46 ,"301,845",$127.75 ,"952,643",$135.30 ,"852,955",$132.19 ,"30,509",$172.08 ,"69,179",$157.41 ,,,,,,,,,,,
May-84,"21,560,608",$442.13 ,"11,423,352",$496.80 ,"10,137,256",$380.52 ,"3,033,287",$226.45 ,"36,894",$160.22 ,"2,996,393",$227.27 ,"488,766",$182.28 ,"303,121",$163.37 ,"150,655",$211.83 ,"34,990",$218.88 ,"2,063,560",$306.31 ,"1,620,087",$307.39 ,"314,205",$290.37 ,"129,268",$331.53 ,"4,606,419",$398.63 ,"28,356",$295.87 ,"4,578,063",$399.27 ,"389,096",$304.96 ,"17,609",$176.80 ,"371,487",$311.04 ,"108,103",$295.25 ,"1,079",$188.11 ,"107,024",$296.33 ,"10,997",$350.56 ,558,$323.50 ,"10,439",$352.00 ,"2,563,698",$455.37 ,"1,728,042",$501.81 ,"835,656",$359.34 ,"304,919",$126.95 ,"4,465",$82.92 ,"300,454",$127.60 ,"927,964",$136.09 ,"850,609",$132.14 ,"30,523",$172.16 ,"46,832",$184.31 ,,,,,,,,,,,
Jun-84,"21,588,338",$442.34 ,"11,431,498",$497.05 ,"10,156,840",$380.77 ,"3,032,635",$226.63 ,"36,800",$160.03 ,"2,995,835",$227.45 ,"478,902",$182.27 ,"302,419",$163.75 ,"150,914",$212.14 ,"25,569",$225.10 ,"2,030,161",$306.72 ,"1,616,388",$308.10 ,"315,325",$290.69 ,"98,448",$335.25 ,"4,614,181",$399.10 ,"28,473",$296.12 ,"4,585,708",$399.74 ,"387,285",$305.79 ,"17,500",$177.15 ,"369,785",$311.88 ,"108,108",$295.77 ,"1,084",$186.91 ,"107,024",$296.87 ,"10,896",$350.76 ,556,$323.62 ,"10,340",$352.22 ,"2,566,882",$455.18 ,"1,730,120",$501.63 ,"836,762",$359.14 ,"304,734",$126.96 ,"4,566",$82.50 ,"300,168",$127.63 ,"917,158",$135.80 ,"851,014",$132.30 ,"30,567",$172.31 ,"35,577",$188.10 ,,,,,,,,,,,
Jul-84,"21,643,669",$442.66 ,"11,457,134",$497.39 ,"10,186,535",$381.10 ,"3,035,110",$226.84 ,"36,713",$159.99 ,"2,998,397",$227.66 ,"461,737",$181.03 ,"301,212",$164.65 ,"151,237",$212.49 ,"9,288",$200.05 ,"1,961,410",$306.44 ,"1,610,062",$309.31 ,"316,442",$291.08 ,"34,906",$313.21 ,"4,624,698",$399.48 ,"28,596",$296.26 ,"4,596,102",$400.13 ,"386,483",$307.79 ,"17,488",$178.32 ,"368,995",$313.92 ,"108,163",$295.94 ,"1,086",$185.80 ,"107,077",$297.05 ,"10,825",$350.83 ,558,$324.39 ,"10,267",$352.26 ,"2,573,542",$455.01 ,"1,733,856",$501.51 ,"839,686",$358.99 ,"305,005",$127.23 ,"4,627",$82.34 ,"300,378",$127.92 ,"895,865",$134.77 ,"852,012",$132.86 ,"30,608",$172.71 ,"13,245",$170.01 ,,,,,,,,,,,
Aug-84,"21,707,526",$442.81 ,"11,487,148",$497.60 ,"10,220,378",$381.24 ,"3,040,958",$226.95 ,"36,698",$159.87 ,"3,004,260",$227.77 ,"461,619",$181.19 ,"299,768",$164.62 ,"151,799",$212.69 ,"10,052",$199.81 ,"1,956,146",$306.64 ,"1,600,335",$309.49 ,"317,293",$291.33 ,"38,518",$314.09 ,"4,635,864",$399.80 ,"28,728",$296.24 ,"4,607,136",$400.44 ,"386,233",$308.10 ,"17,403",$179.32 ,"368,830",$314.18 ,"108,050",$295.92 ,"1,092",$185.16 ,"106,958",$297.05 ,"10,759",$350.75 ,557,$324.01 ,"10,202",$352.21 ,"2,582,070",$454.87 ,"1,738,846",$501.43 ,"843,224",$358.87 ,"305,678",$127.04 ,"4,682",$82.03 ,"300,996",$127.74 ,"898,787",$134.65 ,"853,280",$132.66 ,"30,721",$172.67 ,"14,786",$170.61 ,,,,,,,,,,,
